Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,1/28/2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Armenia,ARM,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9250646,75.79370059,112.6889971,110.5862161,105.8305891,117.4504478,111.6541025,114.7356521,111.1500614,108.275136,112.9647566,108.7538082,102.8695128,96.99655192,96.11983131,89.13412656,85.27503946,84.75510016,84.68808716,96.8311216,98.30059378,99.91539846,96.78979332,98.72357072,97.63303903,91.02744466,89.75781648,92.34854501,91.28757964,95.91326075,90.3042277,84.94724475,78.48165632,78.46078567,78.98127333
American Samoa,ASM,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,68.78418174,69.331288,71.0428828,70.04983906,68.74353914,68.87673828,70.54752447,68.79615003,70.38594332,68.16657521,67.30248918,68.39384646,69.04265573,69.08121543,68.00066176,72.71007343,73.7021817,74.19190766,75.70431906,74.05379952,73.16939283,73.86240751,73.85458365,77.75715912,75.15623466,74.19068905,75.34514047,75.74699615,73.41920159,71.84324637,72.35965759,75.34660274,77.93311707,77.13151458,76.0176851,76.00518728,75.70174429,74.90910852,75.2760257,76.3366548,75.94672234,76.56610663,75.6282624,76.18964154,75.65984302,75.29479033,74.39162137,74.18720946,74.00337326,72.44355065,74.22806072,72.59713974,72.55390406,73.55689316,73.69647461,75.35852322,77.05872422,75.6117353,75.39359272,74.57959221,74.27860952,73.31837096,71.07170091,71.76909856,73.57875393
Austria,AUT,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,69.064877,69.34023933,68.55882373,68.54502232,69.0095889,73.18225431,74.06032124,74.75841553,73.54704225,73.05663755,73.75098498,75.18126918,75.75272787,76.96777011,75.91980013,76.02300868,75.43891042,75.29426182,74.54654054,73.89578692,73.61888503,73.31053904,74.33584811,75.08270879,74.89870172,74.28932024,74.93521937,74.14385407,73.68099155,73.14759635,72.89615354,72.97670753,72.22001575,73.04177525,72.70829273,73.00456774,72.30524805,70.59086942,70.9893697,73.89847625,73.91629759,73.07418514,73.18983727,73.44461902,72.92779768,72.34418499,71.80967263,71.89480247,71.06772278,70.76298568,70.89964156,71.46809893,71.48638086,72.2652104,73.73422354
Azerbaijan,AZE,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.19099591,70.19086826,81.55847389,95.83184713,101.085455,97.14125035,99.69991949,87.07849159,95.16072778,91.38830759,79.56168797,75.14297539,75.30556701,72.35150073,68.71233969,52.54302256,45.64285028,43.06165265,41.93067778,53.88003314,50.24396562,47.38623709,49.99698595,52.18624317,56.32348879,69.09838176,71.54051621,68.92780269,64.60707686,68.63016843,77.10480159,66.23077319,55.00486293,67.79987395,69.80235402
Burundi,BDI,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,94.64285993,94.82758896,95.9016404,100.751878,92.61744529,96.41973284,95.44845404,94.23370297,94.88147224,94.14708887,96.40144827,98.1282516,100.1588301,97.00473412,101.7282407,103.1460484,93.83797536,88.49937701,94.48182184,93.64328141,100.5969165,95.88816959,102.2380744,92.87538,93.6774674,95.89900981,98.94839068,93.38135719,98.32740491,96.73482146,105.3652297,104.1779947,110.0894723,106.2389256,111.2358663,107.9885043,101.7232741,98.5075846,104.6689155,102.5032938,107.1346456,106.1373827,108.3535608,106.744694,107.3235245,104.4963931,109.2870295,110.0135493,112.7910162,103.9729976,102.9396209,109.0546241,108.2505806,113.7800639,111.3981715,108.0565938,102.0558667,97.52207864,95.32475306,93.81113368,87.20119574,85.404949,86.84421305,81.6911321,
Belgium,BEL,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,67.9696112,69.37658872,69.8475359,70.51690437,70.2616257,73.73048443,73.71240349,75.12451351,75.65561236,77.1266613,77.57058653,80.36616553,80.83541098,81.02016937,79.84624273,80.10696603,79.10210012,78.60811234,75.9446191,74.66725189,74.4124946,75.65185867,75.10395908,74.95552596,74.41723065,74.35905232,75.19724706,73.81543631,74.01177352,73.35485969,73.35238345,73.71909649,73.67515212,73.67782811,72.43879028,72.28232963,71.98696608,71.26156332,73.39043751,75.91984584,76.11170943,75.74323015,76.69712109,77.04185053,76.52027382,75.99083598,75.6398566,75.683435,75.76000268,74.85494162,74.48781231,73.68415436,75.04987893,75.04100012,75.88995663
Benin,BEN,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,94.56698062,94.27971484,96.18693276,97.18200517,97.88972383,98.86064273,100.5712215,100.2812848,97.36728864,96.99209842,97.69236472,99.76116865,99.0521073,97.2122198,96.94677632,99.58264632,101.3850781,100.8509416,101.9562639,100.4832279,106.3490245,112.3516201,94.71084676,100.4919204,98.57223415,104.0560058,102.4751276,102.7561402,102.6461224,99.49236868,93.2972197,94.86170002,96.64134096,94.39489657,89.94421379,87.64248786,85.96900037,85.81450399,87.25258911,90.14564384,90.1291241,90.76728372,89.48149413,89.16384396,87.65727832,90.04260559,90.78537927,88.65121586,89.75349626,89.98098066,89.67866885,89.05515899,87.66695722,85.19719143,83.14900387,86.58354441,83.50131259,83.10498517,80.86022023,78.79047735,79.45444901,77.36663016,71.60256115,70.12459258,67.89703591
Burkina Faso,BFA,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,95.56472163,94.75234897,94.50798837,94.3322603,92.28923911,91.28890255,91.95306654,94.32303414,93.93868332,94.17445885,93.39776704,92.1938434,90.02920363,88.1182343,82.29438116,91.26725731,87.67957027,94.87481096,94.03868282,96.73370748,99.44120583,100.3050184,97.2952401,96.39048511,95.54576045,98.1513465,99.84400922,97.49966091,97.34337904,94.48702054,94.57586614,91.65552687,91.37862309,92.26260001,83.65981207,88.54101684,92.10837651,88.3995784,91.14902064,101.2503032,102.8628079,100.0241074,100.1301067,96.46809173,98.19966519,96.92488128,97.06780972,94.83154807,94.35470043,92.72800969,86.05110683,82.98274026,83.38944425,86.17196539,85.69730499,87.46719052,85.26569524,84.30217234,82.69870852,82.13543355,80.02452983,81.31831018,87.02563792,84.85638171,81.45804646
Bangladesh,BGD,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,92.41630382,93.18823378,88.07093376,91.81716454,92.11827711,92.22760565,93.35064303,92.58087174,89.12072117,91.01097268,92.84971423,96.20826992,103.3601323,96.60383095,99.27261291,99.05756253,102.9787494,93.81747647,98.37639009,98.48475245,97.94927223,85.16108559,85.21908477,87.95122266,93.22292245,85.48561129,84.78876215,85.90155316,86.22129235,84.71673668,84.09371054,85.42682099,86.13558931,87.70071639,86.89614888,86.87320998,83.57961264,82.85997499,81.36428915,81.27227861,79.98122184,79.36849765,79.16106127,79.81437769,78.81208681,78.94428625,78.56338676,79.2526162,80.81058795,79.66758642,79.18997615,79.37791633,78.77623737,77.96390562,77.91005767,77.84152986,72.72974053,72.93424897,73.5488187,73.11561842,72.92239755,74.6581822,74.77560583,74.24048592,76.04282057
Bulgaria,BGR,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,69.03338374,63.39636207,64.80405336,66.41779531,64.91163813,68.20952714,67.55994399,68.93321617,65.91298497,68.62872418,78.02055932,73.1422255,85.95119522,92.3459351,91.22469559,72.85488411,87.66937081,77.58397975,74.45390668,84.73168641,86.26184716,87.96766211,87.4459827,88.10582023,87.71726531,86.91540805,85.03537018,85.21625531,82.80889045,79.71672472,80.66646388,78.48350589,81.39168834,79.55271478,79.63892127,78.16387814,76.12122081,75.83638774,76.16291693,75.92523944,77.32173317,76.8089849,76.19834319,76.10180438,77.05648184
Bahrain,BHR,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,39.58002929,41.56860801,45.30760377,46.09603771,48.174339,46.10279702,52.30648082,52.39266745,54.48867781,56.59269376,55.07150747,72.14768858,72.94561143,69.08235567,64.34019414,64.97006611,64.9774622,64.18499661,68.4741295,67.00099099,60.87274221,64.09534674,62.768771,60.2296278,63.00708267,53.79015496,47.43848262,43.71285408,45.77958685,54.88784049,53.55724895,53.7592177,53.97501132,56.73358275,57.17871394,63.60276921,63.76097041,58.37605234,57.08413812,53.60480405,57.25647294,53.15852518,50.62878372,53.48120915,54.04804449
"Bahamas, The",BHS,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,70.98176718,73.51033157,78.50499399,74.20804314,76.14440939,72.29930938,71.11611265,78.36950664,75.30917289,75.66430738,75.68533809,,76.08719791,75.68477574,80.08813433,78.34030235,79.55465718,80.20067505,81.95129775,83.95982267,69.39119065,70.0577473,67.19530653,66.54516144,70.18777734,66.27963014,67.62840061,68.50802128,69.18118786,71.77063611,70.51290503,72.43967319,73.26416856,74.19946591,76.72844808,76.654789,76.20497742,75.62819258,75.04646212,75.13740542,78.23634801,77.34257988,73.03155833,84.92357573,84.02675085,75.30798457,76.5082213,77.20996918
Bosnia and Herzegovina,BIH,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.5709133,124.5974448,121.2668259,120.7778263,119.4193134,116.8866091,111.1858347,108.2999132,108.1264784,109.8218888,109.0568393,109.0803397,110.9086895,109.4384093,109.0332576,104.1165197,100.2127619,97.52963949,94.55609762,92.85428024,94.2126118,89.22693192,87.71845803,88.83850631,88.85009299
Belarus,BLR,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.13163972,66.66666667,66.30434783,74.72081218,79.90220873,79.63806496,80.55609131,77.38189352,77.71137958,78.14692617,76.3891261,79.17714811,80.52053883,78.50965956,74.32959005,72.77318338,70.68288191,70.33426542,68.48220367,72.30949397,71.66645744,62.15388371,61.61831807,64.68616951,66.58145451,67.79910891,70.16292957,70.10880563,69.29276314,70.80666003,69.2005386,67.68745866,70.65974678,71.78470333,75.80275992
Belize,BLZ,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,49.36919872,51.95029799,54.00320941,50.95066851,45.36996384,49.22660895,44.84665698,44.1855741,44.35214343,43.64852942,44.12142992,45.20757368,70.83932005,69.00573562,72.37981934,73.18435567,74.91508388,82.30525719,83.50234703,81.59840466,77.79193052,81.53315595,83.70587776,84.08766012,81.27134156,78.96049741,74.23888992,74.28630842,76.64512012,78.20351475,78.66035018,77.80242018,77.77906127,79.88249705,79.05812073,78.5725462,79.09345575,79.36101194,81.3927228,80.79738648,80.16739343,79.60918943,80.25859653,79.49332298,80.22770126
Bermuda,BMU,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.63207439,63.53412515,62.8666637,62.15061317,61.83212379,61.15756143,60.94923543,60.81201112,60.50463487,60.43238569,60.46984013,59.47729758,58.97850256,56.82918141,54.83884942
Bolivia,BOL,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,92.6546104,95.73070608,94.01163882,93.51464435,87.55995668,88.25905292,88.98113208,89.21928945,86.24411303,85.60304238,83.38851184,86.16318377,82.76913876,80.1915163,76.92380907,83.25574629,83.02815227,83.7134761,82.81827611,82.38997894,81.12062844,83.63652725,84.71535189,82.48405716,82.49340115,84.32861852,90.82440858,90.85366324,90.39057956,89.07069588,88.6173716,89.90850642,92.31499937,92.74181966,91.16303233,89.39114079,88.45532894,88.61648775,89.27728146,91.63460591,90.90480638,91.0150895,89.78667681,87.53429507,84.1657819,82.29203374,77.12908879,77.28394309,75.50116877,80.21056329,76.12969551,74.48143929,72.94337593,74.02822159,77.64449655,85.91497625,86.36766161,82.12203821,82.18658359,83.02367971,86.50458198,82.77540907,83.89614902,85.81917049,86.16073067
Brazil,BRA,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,71.57828449,69.41446007,84.66667053,79.8907459,81.64496172,75.45708018,75.85285783,81.75953931,81.56089815,78.18064632,79.8781628,81.15869595,80.55740499,73.96188412,77.06712432,73.8483818,79.02658746,78.5192116,78.41954942,80.58800264,78.11924147,78.95639801,82.61182058,86.72650283,87.27225771,79.97381262,82.00998308,77.32761787,77.24413142,69.6288713,78.59341479,79.4680357,78.58221152,77.74642132,77.503044,84.63436358,84.90822573,84.84492449,84.21283234,84.46281021,83.36054608,83.45100339,81.70809737,80.92212891,78.67416111,79.39425323,79.4765934,78.81793518,78.57018554,81.60709831,79.239687,78.9431087,79.9419701,80.60772908,82.11310942,83.74161723,84.63077702,84.65621104,84.51116275,85.12762869,83.27915392,79.915585,81.46631553,81.96693402,82.72592945
Barbados,BRB,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunei Darussalam,BRN,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,11.35780883,13.24377712,9.075440348,8.195970078,7.174673638,6.710373883,6.973746271,6.392101748,7.418208462,10.08871163,,,,,,30.51644277,28.27133669,29.09701624,35.86517855,42.61071363,41.61278397,38.97748978,42.64425395,42.98624159,51.18458129,46.01816619,41.77488129,46.60618821,44.07489308,41.69919396,39.12476512,32.49765004,30.58476974,35.52192282,28.2102315,38.41544901,36.86478402,31.50216121,32.19944419,35.4270061,36.92653627,44.84726168,47.37355082,46.95283879,43.6742652,45.51344059,49.212583,47.3189154,43.37950545,50.46296727,51.41410401
Bhutan,BTN,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.66034902,80.67403607,89.38953352,76.04027224,65.99653128,64.68830275,77.43576886,87.2854791,89.32823097,88.80619709,63.98114782,59.2148648,55.86990432,57.27825086,62.02249089,63.71625545,56.7194046,59.29801881,64.594801,66.44057701,63.30312369,58.72920548,53.02008069,56.16948209,63.04361905,70.13586804,65.73969725,65.72781658,67.34476456,67.1231522,76.62850767,74.79637085,78.79470726,79.69467659,
Botswana,BWA,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,110.0340661,109.9747824,109.6116707,109.6474422,107.5220186,105.6402439,99.86449864,100.7134449,109.1578947,91.53915392,90.93546048,77.97356828,72.22659323,72.23369726,75.97980284,78.29811536,82.16383308,84.94411571,80.10021475,73.90751272,73.33090777,78.4195882,77.05372949,71.09305129,67.7073958,61.94629765,59.31254538,57.81178967,49.82319368,50.80348593,57.36952931,60.28918232,62.97282776,63.33885731,66.86023123,69.48574827,61.55545489,63.63447877,66.98231575,60.11813228,58.22477473,57.94130213,59.75447466,60.58537732,60.31861996,57.50748541,61.03849359,62.54490943,69.02405824,80.11869739,73.54932591,68.8525647,77.8317412,77.63177337,71.56378578,77.63715617,69.17428265,70.92010071,72.56570147,75.89487591,84.68672506,74.83555081,68.46846305,72.18424435,77.41407933
Central African Republic,CAF,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,91.2727265,88.0794992,89.83606455,91.48267025,90.22989827,89.15989431,93.04123969,98.75927543,89.09981134,93.89811312,91.64017951,88.87562305,90.44477702,87.02302177,100.0974666,104.9883151,95.1734845,97.56657246,99.57857194,102.9061742,108.8521121,100.9368881,105.3773799,100.6346068,99.80054126,94.24339523,97.65674249,98.07503699,96.79971758,94.4034306,96.09998598,95.88796784,97.09517477,94.9348666,89.91315683,91.91497005,96.86861104,91.9697587,94.72298982,91.80306454,93.84295097,95.17522198,94.55826617,93.35443634,98.43597362,98.25765789,97.52970684,98.66299486,99.70180865,94.03154043,89.92638533,90.6098324,99.12520746,100.938054,97.75272612,97.20434633,98.42350922,97.02274699,101.40014,104.13346,100.8773,101.98114,105.70028,105.70028,106.993173
Canada,CAN,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,79.32037242,77.97992347,77.43988264,76.13814443,75.01128398,74.37988784,75.95115459,76.68346859,76.75436405,77.20172163,77.19128512,77.26375566,75.14938815,74.17715302,77.11259833,76.24903111,77.20591614,77.10277366,75.16572019,75.12277236,74.13820251,76.5805127,76.88789412,75.77523994,76.17468657,77.56793194,76.50051538,75.58981263,76.22692193,78.45984405,81.29737109,82.14705276,81.5362559,79.26467097,77.48505629,77.18478218,76.72983091,76.91993633,75.56862321,73.64101322,74.60348526,75.79030349,75.57179085,74.13582447,73.38195084,73.66779057,73.97867728,74.18076812,79.53751398,78.47382365,77.04861665,77.07816036,76.66519998,76.06287442,78.68679419,79.53235025,78.67956374,78.56836781,78.41805043,79.52489635,75.5767576,74.08156608,76.0354965,77.03276259
Central Europe and the Baltics,CEB,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,61.94345639,61.60374958,61.6482319,62.24740725,63.06668532,66.16182015,67.75860492,68.40144669,67.66175709,68.37004261,68.09098608,68.04604548,68.35747198,69.50692706,68.13219169,67.59707159,67.27384258,67.20132554,66.19004561,65.48034589,64.87278802,66.87765916,68.45360243,68.46084792,67.70747255,68.14905989,69.08864845,69.39082515,68.81314481,69.17471257,67.82721958,67.93930793,68.44762811,68.90964105,68.36865959,67.36360508,65.10785027,63.43741424,63.10733638,65.41465703,64.49430806,64.16400713,64.23888535,64.40234722,63.98568724,64.40570743,64.36854412,64.88051268,63.73767889,63.75903178,64.01611384,61.62222974,61.40382012,62.66653787,62.78952813
Channel Islands,CHI,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,86.82088007,86.8337427,86.9316143,85.9393977,85.30362178,83.21946551,81.44355191,81.52541189,81.78954867,81.59215898,81.85493214,85.55606376,89.6314871,91.70349478,76.40495743,86.70083862,81.43374493,85.49725978,83.54136834,83.34616729,81.59394789,86.50433816,90.11453811,84.8873921,81.93132724,78.8562044,76.83382697,73.7115839,69.91829433,69.83456678,70.99489686,72.2390918,73.87914021,74.95583448,74.01412691,72.01800128,72.13864363,72.48402399,74.9303294,75.52690737,74.71365978,74.35893053,73.86102338,72.1723351,69.27463375,68.44368935,63.79396626,64.36929825,69.45456219,69.53475345,69.13422384,70.45578554,71.67361242,73.47140198,74.46872877,75.36751355,76.50275457,76.72673534,76.91588273,76.92340916,74.46387598,76.78569814,78.18994219,75.74054453,73.17354921
China,CHN,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,62.97427544,80.61381488,84.88881257,81.20553202,73.25999864,66.71655538,66.21035941,71.23066652,72.90259815,69.26285801,63.95287729,63.26804291,64.34187366,63.51155546,63.98912506,62.05367408,65.88054516,63.30404866,60.782132,62.95773276,64.75183324,66.47521589,66.62827848,67.51429755,65.83017936,65.13564212,64.93285362,62.84795959,62.18039773,64.34631028,63.7194864,61.9906755,59.79315348,58.46168449,58.31235597,59.21825679,60.23173883,59.84755376,60.63118493,62.74413459,63.73476684,62.13416336,61.2074747,58.26845548,55.52378401,54.79304398,53.03371756,51.46190619,50.27109212,50.57206669,49.44085115,50.76107367,51.61549384,52.07522309,52.86452269,54.31837059,55.56282047,55.45652385,55.78002844,56.50301171,55.77229396,54.72517577,54.43986181,56.75738719,56.56007755
Cote d'Ivoire,CIV,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,70.90959492,72.77142704,75.76594671,70.65147439,66.69462058,71.42857323,70.46899853,72.78528178,69.48297219,70.78270799,70.8426548,74.41540448,74.61918361,74.29797886,70.66305761,77.41162869,71.51705595,66.37214212,71.15211829,75.0938325,79.64091307,81.16872137,79.71527657,80.34768536,74.82857167,72.67130405,78.62212926,83.87302539,84.75166179,88.11791892,88.73294405,89.61637023,90.82009397,86.67054607,75.06613338,77.08530473,83.67542348,81.15381156,79.01278597,83.79186758,83.49146723,83.95413454,81.15614987,81.80959197,83.11742594,85.22083415,83.82768948,86.72276339,81.73326247,81.10387155,78.79273637,77.55943144,79.88529142,77.12207261,74.74604421,74.61687276,74.4874517,76.84727558,78.39631838,77.34965284,78.21280144,76.94618003,76.84635885,79.40187793,78.33873332
Cameroon,CMR,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,,,,,,87.96992308,89.23959823,88.18931966,89.15057882,88.78014961,82.43243301,87.49270874,87.44709923,83.41198531,80.2811473,82.88421245,87.13356624,74.25659465,73.21801813,78.64347303,78.25627764,80.37463799,70.43728273,72.8468319,71.40500484,73.32893111,73.98819187,79.00686331,79.02997838,79.93225043,79.31877901,77.96838325,83.46321165,79.61578425,77.38746391,75.90569064,79.22398089,77.48438437,79.88287911,80.71188159,81.02198847,82.27577274,83.06801183,83.27463376,81.87478069,81.83584306,80.97038621,80.8799576,83.15363189,84.45159141,84.27236076,84.33021354,84.28182687,83.74477304,83.8846039,85.31199208,82.92061917,83.05168704,83.5770663,84.74368626,85.6067495,85.58623425,83.53625913,84.89939006,84.15160198
